cluster;instance;feature_1;feature_2;feature_3;feature_4;feature_5;feature_6;feature_7;feature_8;feature_9;feature_10;feature_11;feature_12;feature_13;feature_14;feature_15;feature_16;feature_17;feature_18;feature_19;feature_20;feature_21;feature_22;feature_23;feature_24;feature_25;feature_26;feature_27;feature_28;feature_29;feature_30;feature_31;feature_32;feature_33;feature_34;feature_35;feature_36;feature_37
Cluster_3;instance_44;98665,17911;1.5689530570259314;0.14644660940672627;0.9131397008895874;0.008628368377685547;98568.89361702127,17814.51012145749;0;2423796089.115202;1939036871.2921615;0.3814871396610924;-2.0;49716.78728928925;1.1524537902044309e-05;0.9303964376449585;98569,17815;81668.22140705679;124621.50474314755;0.5;0.9428090415820634;1.25,-1.0,-1.0,1.25;0.20000000000000004;0.3125,0.0625,0.0,0.0,0.0,0.0,0.0;0.0;0.9131397008895874;0.9303964376449585;0.921768069267273;31155.37618578689;0.8;2.0;0.012792438098840174;1.1524537902044309e-05;106371.10791434934;380728999.36819947;5.242640687119285;0.15625,0.125,0.0,0.15625,0.0,0.0244140625,0.0,0.0,0.0;0.0;0.921768069267273
Cluster_3;instance_45;98537,17013;1.5689530570259314;0.0;0.90663081407547;0.022833198308944702;98504.88784194528,16917.37651821862;0;1939036871.2921615;1939036871.2921615;0.4805061467040842;-2.0;49716.78728928925;1.1524537902044309e-05;0.9522972106933594;98441,16917;64838.66314612136;124621.50474314755;1.0;0.8944271909999159;0.25,-0.0,-0.0,1.25;0.0;0.1875,0.015625,0.0,0.0,0.0,0.0,0.0;0.0;0.90663081407547;0.9522972106933594;0.9294640123844147;31155.37618578689;1.0;2.0;0.03385255046841978;1.1524537902044309e-05;124621.50474314755;380728999.36819947;4.16227766016838;0.03125,0.0,0.0,0.15625,0.0,0.0048828125,0.0,0.0,0.0;0.0;0.9294640123844147
Cluster_3;instance_46;98537,12912;1.5689530570259314;0.0;0.9245561361312866;0.015520542860031128;98504.88784194528,12816.194331983805;0;1939036871.2921615;1939036871.2921615;0.4805061467040842;-2.0;49716.78728928925;1.1524537902044309e-05;0.9555972218513489;98441,12688;64838.66314612136;124621.50474314755;1.0;0.8944271909999159;0.25,-0.0,-0.0,1.25;0.0;0.1875,0.015625,0.0,0.0,0.0,0.0,0.0;0.0;0.9245561361312866;0.9555972218513489;0.9400766789913177;31155.37618578689;1.0;2.0;0.02301079127669343;1.1524537902044309e-05;124621.50474314755;380728999.36819947;4.16227766016838;0.03125,0.0,0.0,0.15625,0.0,0.0048828125,0.0,0.0,0.0;0.0;0.9400766789913177
Cluster_3;instance_47;98665,8939;1.0459687046839539;0.0;0.9154911637306213;0.027639884156049545;98504.88784194528,8907.255060728745;0;2908555306.938242;2908555306.938242;0.3279215610874228;-1.4999999999999962;60890.380254623546;1.7286806853066463e-05;0.9756709337234497;98569,8843;95008.62365521908;186932.25711472135;1.0;0.9561828874675149;2.9166666666666665,-0.0,-0.0,0.25;0.0;0.2638888888888889,0.04938271604938271,0.0,0.0,0.0,0.0,0.0;0.0;0.9154911637306213;0.9756709337234497;0.936626652876536;31155.37618578689;1.0;2.0;0.00478390879027848;1.7286806853066463e-05;186932.25711472135;253819332.91213295;6.0990195135927845;0.24305555555555555,0.0,0.0,0.020833333333333332,0.0,0.005063657407407407,0.0,0.0,0.0;0.6998860881426953;0.9187178611755371
Cluster_3;instance_48;98281,12656;3.1379061140518627;0.0;0.9165120124816895;0.0;98248.86474164134,12623.951417004047;0;969518435.6460807;969518435.6460807;0.8284271247461902;-3.0;35155.077431065576;5.7622689510221546e-06;0.9165120124816895;98185,12560;37607.86586428122;62310.75237157378;1.0;0.0;0.25,-0.0,-0.0,0.25;0.0;0.125,0.0,0.0,0.0,0.0,0.0,0.0;0.0;0.9165120124816895;0.9165120124816895;0.9165120124816895;31155.37618578689;1.0;2.0;0.0;5.7622689510221546e-06;62310.75237157378;761457998.7363989;2.414213562373095;0.0625,0.0,0.0,0.0625,0.0,0.00390625,0.0,0.0,0.0;0.0;0.9165120124816895
Cluster_3;instance_49;98281,12272;3.1379061140518627;0.0;0.9607307314872742;0.0;98248.86474164134,12239.465587044535;0;969518435.6460807;969518435.6460807;0.8284271247461902;-3.0;35155.077431065576;5.7622689510221546e-06;0.9607307314872742;98185,12175;37607.86586428122;62310.75237157378;1.0;0.0;0.25,-0.0,-0.0,0.25;0.0;0.125,0.0,0.0,0.0,0.0,0.0,0.0;0.0;0.9607307314872742;0.9607307314872742;0.9607307314872742;31155.37618578689;1.0;2.0;0.0;5.7622689510221546e-06;62310.75237157378;761457998.7363989;2.414213562373095;0.0625,0.0,0.0,0.0625,0.0,0.00390625,0.0,0.0,0.0;0.0;0.9607307314872742
Cluster_3;instance_50;98409,7914;1.2437086162621762;0.0437330663539751;0.9313920140266418;0.01964088233970612;98325.67167173253,7779.429959514171;0;5089971787.141924;4847592178.230404;0.6000306208387761;-1.05089055623712;78609.14289013132;2.8811344755110774e-05;0.9654228091239929;98185,7818;106410.43799545955;221313.8781397554;0.8333333333333334;0.7770286898858113;1.2100000000000002,0.48,0.48,2.4899999999999998;0.04761904761904758;0.185,0.0063999999999999994,0.001152,0.00012799999999999989,4.915199999999992e-08,1.023999999999999e-05,7.610061635487855e-23;0.0;0.9096282124519348;0.9552201628684998;0.9420740723609924;63849.521174141686;0.9523809523809523;4.09878030638384;0.02478265353215623;2.8811344755110774e-05;230992.61265749688;301803763.2513311;6.830951894845301;0.0605,-0.024,0.0021466252583997977,0.1245,0.007870959280799263,0.00682825,0.0,0.0,0.0;-0.5301249041856959;0.9487071633338928
Cluster_3;instance_51;98281,17654;1.5689530570259314;0.0;0.9384861588478088;0.007403284311294556;98184.85896656536,17622.267206477733;0;1939036871.2921615;1939036871.2921615;0.4805061467040842;-2.0;49716.78728928925;1.1524537902044309e-05;0.953292727470398;98057,17558;64838.66314612136;124621.50474314755;1.0;0.8944271909999159;1.25,-0.0,-0.0,0.25;0.0;0.1875,0.015625,0.0,0.0,0.0,0.0,0.0;0.0;0.9384861588478088;0.953292727470398;0.9458894431591034;31155.37618578689;1.0;2.0;0.010976125744153025;1.1524537902044309e-05;124621.50474314755;380728999.36819947;4.16227766016838;0.15625,0.0,0.0,0.03125,0.0,0.0048828125,0.0,0.0,0.0;0.0;0.9458894431591034
Cluster_3;instance_52;98153,11118;3.1379061140518627;0.0;0.9276862740516663;0.0;98120.85319148937,11086.008097165992;0;969518435.6460807;969518435.6460807;0.8284271247461902;-3.0;35155.077431065576;5.7622689510221546e-06;0.9276862740516663;98057,11022;37607.86586428122;62310.75237157378;1.0;0.0;0.25,-0.0,-0.0,0.25;0.0;0.125,0.0,0.0,0.0,0.0,0.0,0.0;0.0;0.9276862740516663;0.9276862740516663;0.9276862740516663;31155.37618578689;1.0;2.0;0.0;5.7622689510221546e-06;62310.75237157378;761457998.7363989;2.414213562373095;0.0625,0.0,0.0,0.0625,0.0,0.00390625,0.0,0.0,0.0;0.0;0.9276862740516663
Cluster_3;instance_53;98025,18551;1.5689530570259314;0.0;0.9049960374832153;0.004163831472396851;97992.84164133739,18455.31983805668;0;1939036871.2921615;1939036871.2921615;0.4805061467040842;-2.0;49716.78728928925;1.1524537902044309e-05;0.913323700428009;97929,18455;64838.66314612136;124621.50474314755;1.0;0.8944271909999159;0.25,-0.0,-0.0,1.25;0.0;0.1875,0.015625,0.0,0.0,0.0,0.0,0.0;0.0;0.9049960374832153;0.913323700428009;0.9091598689556122;31155.37618578689;1.0;2.0;0.006173305778459017;1.1524537902044309e-05;124621.50474314755;380728999.36819947;4.16227766016838;0.03125,nan,0.0,0.15625,0.0,0.0048828125,0.0,0.0,0.0;0.0;0.9091598689556122
Cluster_3;instance_54;98153,13040;1.5689530570259314;0.0;0.9299582839012146;0.009617477655410767;98056.84741641338,13008.437246963562;0;1939036871.2921615;1939036871.2921615;0.4805061467040842;-2.0;49716.78728928925;1.1524537902044309e-05;0.9491932392120361;97929,12944;64838.66314612136;124621.50474314755;1.0;0.8944271909999159;1.25,-0.0,-0.0,0.25;0.0;0.1875,0.015625,0.0,0.0,0.0,0.0,0.0;0.0;0.9299582839012146;0.9491932392120361;0.9395757615566254;31155.37618578689;1.0;2.0;0.014258893708340058;1.1524537902044309e-05;124621.50474314755;380728999.36819947;4.16227766016838;0.15625,0.0,0.0,0.03125,0.0,0.0048828125,0.0,0.0,0.0;0.0;0.9395757615566254
Cluster_3;instance_55;98025,10221;3.1379061140518627;0.0;0.9009680151939392;0.0;97992.84164133739,10188.874493927126;0;969518435.6460807;969518435.6460807;0.8284271247461902;-3.0;35155.077431065576;5.7622689510221546e-06;0.9009680151939392;97929,10125;37607.86586428122;62310.75237157378;1.0;0.0;0.25,-0.0,-0.0,0.25;0.0;0.125,0.0,0.0,0.0,0.0,0.0,0.0;0.0;0.9009680151939392;0.9009680151939392;0.9009680151939392;31155.37618578689;1.0;2.0;0.0;5.7622689510221546e-06;62310.75237157378;761457998.7363989;2.414213562373095;0.0625,0.0,0.0,0.0625,0.0,0.00390625,0.0,0.0,0.0;0.0;0.9009680151939392
Cluster_3;instance_56;98281,8555;1.1180752118814947;0.07570516140766174;0.9321209788322449;0.024461096562209815;98078.18267477203,8437.327935222671;0;6301869831.699525;5817110613.876484;0.5781969344633787;-1.6507757237595209;86112.00157414353;3.4573613706132926e-05;0.9918636083602905;98057,8331;125728.57694983236;255695.49916478945;0.6666666666666666;0.7874992309581578;2.4722222222222228,-1.1111111111111112,-1.1111111111111112,2.4722222222222228;0.07692307692307701;0.20601851851851855,0.008573388203017835,0.0038897779809988335,0.0001555911192399533,-1.210429819317068e-07,-1.440658511481049e-05,-5.426304818347862e-22;0.0;0.9281327128410339;0.979190468788147;0.9569409290949503;72695.87776683609;0.9230769230769231;4.666666666666668;0.0348926651162738;3.4573613706132926e-05;275052.9682002725;271317012.7887348;8.071067811865476;0.10300925925925927,0.0462962962962963,0.008820179114960011,0.10300925925925927,-0.00882017911496,0.010782375257201647,0.0,0.0,0.0;0.13831951045751015;0.9551689028739929
Cluster_3;instance_57;97897,14707;3.1379061140518627;0.0;0.9300681352615356;0.0;97864.83009118542,14674.542510121457;0;969518435.6460807;969518435.6460807;0.8284271247461902;-3.0;35155.077431065576;5.7622689510221546e-06;0.9300681352615356;97801,14610;37607.86586428122;62310.75237157378;1.0;0.0;0.25,-0.0,-0.0,0.25;0.0;0.125,0.0,0.0,0.0,0.0,0.0,0.0;0.0;0.9300681352615356;0.9300681352615356;0.9300681352615356;31155.37618578689;1.0;2.0;0.0;5.7622689510221546e-06;62310.75237157378;761457998.7363989;2.414213562373095;0.0625,0.0,0.0,0.0625,0.0,0.00390625,0.0,0.0,0.0;0.0;0.9300681352615356
Cluster_3;instance_58;98281,6761;0.9477310689882009;0.1490234798001117;0.972197949886322;0.01327216002973277;98035.51215805471,6621.700404858299;0;7513767876.257126;5817110613.876484;0.36575067495743496;0.09640876695237655;86112.00157414353;3.4573613706132926e-05;0.988996148109436;98057,6536;149582.02797649978;277725.67693617725;0.5;0.9388949958807791;5.13888888888889,-2.444444444444444,-2.444444444444444,2.138888888888889;0.2258064516129033;0.30324074074074076,0.05712019890260632,0.0003175328964080688,1.2701315856322782e-05,-8.066171224103816e-10,-2.587305081843529e-06,-6.72084247699335e-25;0.0;0.9467556476593018;0.980734646320343;0.9735397398471832;54709.727693906716;0.7741935483870968;3.5120569475816725;0.006328262535894195;3.4573613706132926e-05;319113.323743048;229980559.29729965;9.602325267042627;0.2141203703703704,0.10185185185185185,0.0025200511757028587,0.08912037037037036,-0.002520051175702864,0.024912390689300415,0.0,0.0,0.0;-1.0584805958112724;0.9762770235538483
Cluster_3;instance_59;97897,17270;1.8594999194381405;0.20315856941624325;0.9353182315826416;0.006285195750242519;97779.48905775076,17280.502024291498;0;3150934915.8497624;2908555306.938242;0.6358118994351541;-1.5000000000000122;60890.380254623546;1.7286806853066463e-05;0.9502211213111877;97673,17302;81668.22140705679;140199.192836041;0.75;0.7492686492653552;1.138888888888889,0.4444444444444444,0.4444444444444444,1.138888888888889;0.07692307692307701;0.18981481481481483,0.0054869684499314125,0.002540263171264542,0.00010161052685058158,-5.162349583426383e-08,-7.526705692635671e-06,-1.3234889800848443e-23;0.0;0.9353182315826416;0.9502211213111877;0.9438849488894144;51925.62697631149;0.9230769230769231;3.333333333333334;0.00608701249437835;1.7286806853066463e-05;168681.86028592312;451234369.6215697;5.242640687119285;0.09490740740740741,-0.037037037037037035,-0.00712778110110649,0.09490740740740741,-0.00712778110110649,0.0076356738683127584,0.0,0.0,0.0;-0.4876362301205409;0.9461154937744141
Cluster_3;instance_60;97769,14322;3.1379061140518627;0.0;0.9099238514900208;0.0;97736.81854103344,14290.056680161942;0;969518435.6460807;969518435.6460807;0.8284271247461902;-3.0;35155.077431065576;5.7622689510221546e-06;0.9099238514900208;97673,14226;37607.86586428122;62310.75237157378;1.0;0.0;0.25,-0.0,-0.0,0.25;0.0;0.125,0.0,0.0,0.0,0.0,0.0,0.0;0.0;0.9099238514900208;0.9099238514900208;0.9099238514900208;31155.37618578689;1.0;2.0;0.0;5.7622689510221546e-06;62310.75237157378;761457998.7363989;2.414213562373095;0.0625,0.0,0.0,0.0625,0.0,0.00390625,0.0,0.0,0.0;0.0;0.9099238514900208
Cluster_3;instance_61;97769,18167;1.8594999194381405;0.20315856941624325;0.96818608045578;0.008040124221401013;97651.47750759879,18177.635627530366;0;3150934915.8497624;2908555306.938242;0.6358118994351541;-1.4999999999999962;60890.380254623546;1.7286806853066463e-05;0.9877508282661438;97673,18071;81668.22140705679;140199.192836041;0.75;0.7492686492653552;1.138888888888889,0.4444444444444444,0.4444444444444444,1.138888888888889;0.07692307692307701;0.18981481481481483,0.0054869684499314125,0.002540263171264542,0.00010161052685058158,-5.162349583426383e-08,-7.526705692635671e-06,-1.3234889800848443e-23;0.0;0.96818608045578;0.9877508282661438;0.9786192377408346;51925.62697631149;0.9230769230769231;3.333333333333334;0.011608810605776721;1.7286806853066463e-05;168681.86028592312;451234369.6215697;5.242640687119285;0.09490740740740741,-0.037037037037037035,-0.00712778110110649,0.09490740740740741,-0.00712778110110649,0.0076356738683127584,0.0,0.0,0.0;-0.2385834729068699;0.9799208045005798
Cluster_3;instance_62;97641,5992;3.1379061140518627;0.0;0.9479511976242065;0.0;97608.80699088147,5959.53036437247;0;969518435.6460807;969518435.6460807;0.8284271247461902;-3.0;35155.077431065576;5.7622689510221546e-06;0.9479511976242065;97545,5895;37607.86586428122;62310.75237157378;1.0;0.0;0.25,-0.0,-0.0,0.25;0.0;0.125,0.0,0.0,0.0,0.0,0.0,0.0;0.0;0.9479511976242065;0.9479511976242065;0.9479511976242065;31155.37618578689;1.0;2.0;0.0;5.7622689510221546e-06;62310.75237157378;761457998.7363989;2.414213562373095;0.0625,0.0,0.0,0.0625,0.0,0.00390625,0.0,0.0,0.0;0.0;0.9479511976242065
Cluster_3;instance_63;97513,14963;3.1379061140518627;0.0;0.9360907673835754;0.0;97480.79544072949,14930.866396761134;0;969518435.6460807;969518435.6460807;0.8284271247461902;-3.0;35155.077431065576;5.7622689510221546e-06;0.9360907673835754;97417,14867;37607.86586428122;62310.75237157378;1.0;0.0;0.25,-0.0,-0.0,0.25;0.0;0.125,0.0,0.0,0.0,0.0,0.0,0.0;0.0;0.9360907673835754;0.9360907673835754;0.9360907673835754;31155.37618578689;1.0;2.0;0.0;5.7622689510221546e-06;62310.75237157378;761457998.7363989;2.414213562373095;0.0625,0.0,0.0,0.0625,0.0,0.00390625,0.0,0.0,0.0;0.0;0.9360907673835754
Cluster_3;instance_64;97769,13938;0.8429562376062305;0.00786006587984069;0.9109343141317368;0.029706524970679417;97544.80121580548,13809.44939271255;0;9210425138.637768;7756147485.168646;0.4952622310873599;-1.4841169721561782;99433.5745785785;4.6098151608177237e-05;0.9863889813423157;97545,13841;149582.02797649978;340036.429307751;0.6666666666666666;0.8705239940118047;5.25,-1.5,-1.5,2.0;0.15789473684210534;0.2265625,0.01910400390625,0.0014591217041015625,0.00029945373535156245,1.1755400919355447e-07,7.137656211853027e-06,1.5925616025924675e-07;0.0;0.9050588607788086;0.9639534056186676;0.938740685582161;74082.32890621317;0.8421052631578947;4.75566903538206;0.03607651353428369;4.6098151608177237e-05;337363.7205718463;204555441.23376402;9.602325267042627;0.1640625,0.046875,-0.011048543456039804,0.0625,-0.008286407592029853,0.01220703125,0.0,0.0,0.0;0.32643857391806147;0.9317728877067566
Cluster_3;instance_65;97385,17654;1.3946249395786054;0.0;0.9106087237596512;0.02146752928400516;97288.77811550153,17558.186234817815;0;3878073742.584323;3878073742.584323;0.8530311768241587;-1.2784864417540585;70310.15486213115;2.3049075804088618e-05;0.9591051340103149;97289,17558;81668.22140705679;186932.25711472135;1.0;0.0;1.25,-0.0,-0.0,1.25;0.0;0.15625,0.0,0.0,0.0,0.0,0.0,0.0;0.0;0.9026075601577759;0.9390943348407745;0.926853135228157;69665.53901599761;1.0;4.47213595499958;0.022103010671758808;2.3049075804088618e-05;186932.25711472135;338425777.2161773;5.242640687119285;0.078125,0.0,0.0,0.078125,0.0,0.006103515625,0.0,0.0,0.0;0.42870753296583075;0.9228499233722687
Cluster_3;instance_66;98025,16757;0.41086844544392903;0.1680862096928721;0.947036862373352;0.02392214114261586;97572.2322622666,16810.574898785424;0;29327932678.29394;20359887148.567696;0.5039806095475197;-0.16042519231734653;161100.80338989172;0.00012100764797146525;0.9980142116546631;97545,16661;280856.1573146671;789116.6752657562;0.5;0.8546334054390724;14.780612244897958,6.4761904761904745,6.4761904761904745,9.519841269841269;0.30578512396694213;0.28929111327070506,0.027698396200056652,0.007119656015963264,0.0012843455257263187,3.059458718158393e-06,2.00422511500978e-06,-2.392341886403965e-06;0.0;0.9023112654685974;0.9776106476783752;0.9618531465530396;141546.05735862002;0.6942148760330579;9.08646113046733;0.02434522213819893;0.00012100764797146525;656477.0443148942;99703130.9543185;18.029386365926403;0.17595966958211853,-0.07709750566893422,0.002262057819096778,0.11333144368858653,-0.02181943271337101,0.023329534646976163,0.0,0.0,0.0;-0.46848302909878337;0.9655687212944031
Cluster_3;instance_67;97257,16501;3.1379061140518627;0.0;0.9569567441940308;0.0;97224.77234042554,16468.80971659919;0;969518435.6460807;969518435.6460807;0.8284271247461902;-3.0;35155.077431065576;5.7622689510221546e-06;0.9569567441940308;97161,16405;37607.86586428122;62310.75237157378;1.0;0.0;0.25,-0.0,-0.0,0.25;0.0;0.125,0.0,0.0,0.0,0.0,0.0,0.0;0.0;0.9569567441940308;0.9569567441940308;0.9569567441940308;31155.37618578689;1.0;2.0;0.0;5.7622689510221546e-06;62310.75237157378;761457998.7363989;2.414213562373095;0.0625,0.0,0.0,0.0625,0.0,0.00390625,0.0,0.0,0.0;0.0;0.9569567441940308
Cluster_3;instance_68;97129,18680;1.5689530570259314;0.0;0.9184377193450928;0.009078770875930786;97096.76079027356,18583.48178137652;0;1939036871.2921615;1939036871.2921615;0.4805061467040842;-2.0;49716.78728928925;1.1524537902044309e-05;0.9365952610969543;97033,18455;64838.66314612136;124621.50474314755;1.0;0.8944271909999159;0.25,-0.0,-0.0,1.25;0.0;0.1875,0.015625,0.0,0.0,0.0,0.0,0.0;0.0;0.9184377193450928;0.9365952610969543;0.9275164902210236;31155.37618578689;1.0;2.0;0.013460205841959031;1.1524537902044309e-05;124621.50474314755;380728999.36819947;4.16227766016838;0.03125,0.0,0.0,0.15625,0.0,0.0048828125,0.0,0.0,0.0;0.0;0.9275164902210236
Cluster_3;instance_69;97641,15347;0.7229735686775491;0.026274169979695207;0.9283671975135803;0.02811238404217058;97367.00739614994,15301.112010796222;0;11876600836.66449;8725665920.814726;0.4291043135292704;-1.651079652544955;105465.23229319674;5.186042055919939e-05;0.990838348865509;97417,15123;175959.8031489815;389442.2023223361;0.6;0.9203482466837024;8.645061728395062,2.617283950617284,2.617283950617284,2.42283950617284;0.2653061224489797;0.3074417009602195,0.05101601118468466,0.0015677281332428462,0.0011506928844953268,1.543218316695102e-06,0.0002457884145721068,8.430933291493175e-08;0.0;0.9158439636230469;0.982568085193634;0.9531519214312235;75505.11053898926;0.7346938775510204;4.847003617528763;0.04538151879855196;5.186042055919939e-05;399674.47294342;175439922.90886632;11.295630140987;0.2401406035665295,-0.07270233196159123,0.014073057968805576,0.06730109739368999,-0.007671594777218925,0.01661144681394548,0.0,0.0,0.0;0.01646847825177459;0.9496567845344543
Cluster_3;instance_70;97001,17654;1.5689530570259314;0.0;0.9581292271614075;0.002671957015991211;96968.74924012159,17558.186234817815;0;1939036871.2921615;1939036871.2921615;0.4805061467040842;-2.0;49716.78728928925;1.1524537902044309e-05;0.9634731411933899;96905,17558;64838.66314612136;124621.50474314755;1.0;0.8944271909999159;0.25,-0.0,-0.0,1.25;0.0;0.1875,0.015625,0.0,0.0,0.0,0.0,0.0;0.0;0.9581292271614075;0.9634731411933899;0.9608011841773987;31155.37618578689;1.0;2.0;0.003961449399660177;1.1524537902044309e-05;124621.50474314755;380728999.36819947;4.16227766016838;0.03125,0.0,0.0,0.15625,0.0,0.0048828125,0.0,0.0,0.0;0.0;0.9608011841773987
Cluster_3;instance_71;97001,17013;3.1379061140518627;0.0;0.9024966359138489;0.0;96968.74924012159,16981.457489878543;0;969518435.6460807;969518435.6460807;0.8284271247461902;-3.0;35155.077431065576;5.7622689510221546e-06;0.9024966359138489;96905,16917;37607.86586428122;62310.75237157378;1.0;0.0;0.25,-0.0,-0.0,0.25;0.0;0.125,0.0,0.0,0.0,0.0,0.0,0.0;0.0;0.9024966359138489;0.9024966359138489;0.9024966359138489;31155.37618578689;1.0;2.0;0.0;5.7622689510221546e-06;62310.75237157378;761457998.7363989;2.414213562373095;0.0625,nan,0.0,0.0625,0.0,0.00390625,0.0,0.0,0.0;0.0;0.9024966359138489
Cluster_3;instance_72;97001,14066;3.1379061140518627;0.0;0.9587046504020691;0.0;96968.74924012159,14033.732793522267;0;969518435.6460807;969518435.6460807;0.8284271247461902;-3.0;35155.077431065576;5.7622689510221546e-06;0.9587046504020691;96905,13970;37607.86586428122;62310.75237157378;1.0;0.0;0.25,-0.0,-0.0,0.25;0.0;0.125,0.0,0.0,0.0,0.0,0.0,0.0;0.0;0.9587046504020691;0.9587046504020691;0.9587046504020691;31155.37618578689;1.0;2.0;0.0;5.7622689510221546e-06;62310.75237157378;761457998.7363989;2.414213562373095;0.0625,0.0,0.0,0.0625,0.0,0.00390625,0.0,0.0,0.0;0.0;0.9587046504020691
Cluster_3;instance_73;96873,18295;3.1379061140518627;0.0;0.9348967671394348;0.0;96840.73768996961,18263.076923076922;0;969518435.6460807;969518435.6460807;0.8284271247461902;-3.0;35155.077431065576;5.7622689510221546e-06;0.9348967671394348;96777,18199;37607.86586428122;62310.75237157378;1.0;0.0;0.25,-0.0,-0.0,0.25;0.0;0.125,0.0,0.0,0.0,0.0,0.0,0.0;0.0;0.9348967671394348;0.9348967671394348;0.9348967671394348;31155.37618578689;1.0;2.0;0.0;5.7622689510221546e-06;62310.75237157378;761457998.7363989;2.414213562373095;0.0625,0.0,0.0,0.0625,0.0,0.00390625,0.0,0.0,0.0;0.0;0.9348967671394348
Cluster_3;instance_74;98409,16116;0.18890653101772936;0.32636860331392065;0.9351466298103333;0.02857811967788378;97647.21045592705,15936.937651821861;0;73683401109.10214;38780737425.84323;0.50790602271738;-1.0347883086474017;222340.23200349652;0.0002304907580408862;0.996832549571991;97545,16148;419997.99284937524;1606162.481878052;0.38461538461538464;0.8823665753440011;52.89000000000001,-1.28,-1.28,11.760000000000002;0.4736842105263158;0.40406250000000005,0.06633712890625001,0.007430124243164055,0.0008462051025390601,-9.995162969195173e-07,-7.198129897613523e-05,1.8716700114488364e-06;0.0;0.9010882377624512;0.9834944754838943;0.9578616708517075;213319.51009740878;0.5263157894736842;13.693913296076671;0.03368862415815901;0.0002304907580408862;1081961.4759722918;45840883.643027395;26.96150997149434;0.33056250000000004,0.008,-0.02284547967117892,0.0735,0.009490785827580351,0.0167233125,0.0,0.0,0.0;-0.4334906563954586;0.9633618891239166
Cluster_3;instance_75;96617,12143;3.1379061140518627;0.0;0.9095898866653442;0.0;96584.71458966566,12111.303643724696;0;969518435.6460807;969518435.6460807;0.8284271247461902;-3.0;35155.077431065576;5.7622689510221546e-06;0.9095898866653442;96521,12047;37607.86586428122;62310.75237157378;1.0;0.0;0.25,-0.0,-0.0,0.25;0.0;0.125,0.0,0.0,0.0,0.0,0.0,0.0;0.0;0.9095898866653442;0.9095898866653442;0.9095898866653442;31155.37618578689;1.0;2.0;0.0;5.7622689510221546e-06;62310.75237157378;761457998.7363989;2.414213562373095;0.0625,0.0,0.0,0.0625,0.0,0.00390625,0.0,0.0,0.0;0.0;0.9095898866653442
Cluster_3;instance_76;96617,18551;1.5689530570259314;0.0;0.9640071392059326;0.00510135293006897;96520.70881458967,18519.4008097166;0;1939036871.2921615;1939036871.2921615;0.4805061467040842;-2.0;49716.78728928925;1.1524537902044309e-05;0.9742098450660706;96393,18455;64838.66314612136;124621.50474314755;1.0;0.8944271909999159;1.25,-0.0,-0.0,0.25;0.0;0.1875,0.015625,0.0,0.0,0.0,0.0,0.0;0.0;0.9640071392059326;0.9742098450660706;0.9691084921360016;31155.37618578689;1.0;2.0;0.007563277171500307;1.1524537902044309e-05;124621.50474314755;380728999.36819947;4.16227766016838;0.15625,0.0,0.0,0.03125,0.0,0.0048828125,0.0,0.0,0.0;0.0;0.9691084921360016
Cluster_3;instance_77;96489,16885;1.5689530570259314;0.0;0.953895628452301;0.01586577296257019;96456.70303951368,16789.214574898786;0;1939036871.2921615;1939036871.2921615;0.4805061467040842;-2.0;49716.78728928925;1.1524537902044309e-05;0.9856271743774414;96393,16789;64838.66314612136;124621.50474314755;1.0;0.8944271909999159;0.25,-0.0,-0.0,1.25;0.0;0.1875,0.015625,0.0,0.0,0.0,0.0,0.0;0.0;0.953895628452301;0.9856271743774414;0.9697614014148712;31155.37618578689;1.0;2.0;0.023522630192612762;1.1524537902044309e-05;124621.50474314755;380728999.36819947;4.16227766016838;0.03125,0.0,0.0,0.15625,0.0,0.0048828125,0.0,0.0,0.0;0.0;0.9697614014148712
Cluster_3;instance_78;97001,16501;0.6121838955516248;0.09062017726977553;0.9535666704177856;0.023837454719103333;96666.17648521691,16387.25211630475;0;13815637707.95665;10664702792.106888;0.5410833226235243;2.0613425076513545;116596.20131473572;6.33849584612437e-05;0.9958959817886353;96393,16277;175959.8031489815;467884.17889014573;0.55;0.8561482111331095;7.72107438016529,-2.3471074380165287,-2.3471074380165287,3.357438016528926;0.22807017543859648;0.25178437265214126,0.021217446082861385,0.001056702830817801,0.00038597717984745493,2.122403253926813e-07,5.5141493520654586e-05,1.2536682677142027e-07;0.0;0.9038087725639343;0.9816802740097046;0.9681101495569403;95208.91493603219;0.7719298245614035;6.111877087811675;0.010753212473191956;6.33849584612437e-05;425484.43165739736;148555217.08502218;11.295630140987;0.17547896318557477,0.05334335086401202,0.00920535284654466,0.0763054094665665,-0.00014415541370427915,0.013153479561951295,0.0,0.0,0.0;-1.6258384786372604;0.974427342414856
